,class-0,class-1,class-2
RNF8,1.0,0.0,0.0
RNFT1,1.0,0.0,0.0
RNFT2,1.0,0.0,0.0
MRM3,1.0,0.0,0.0
RNPEP,1.0,0.0,0.0
RNPEPL1,1.0,0.0,0.0
ROBO1,1.0,0.0,0.0
ROBO4,1.0,0.0,0.0
ROCK1,1.0,0.0,0.0
ROCK2,1.0,0.0,0.0
ROGDI,1.0,0.0,0.0
ROM1,1.0,0.0,0.0
ROPN1,1.0,0.0,0.0
RORA,1.0,0.0,0.0
RORB,1.0,0.0,0.0
RORC,1.0,0.0,0.0
RP1,1.0,0.0,0.0
RP9,1.0,0.0,0.0
RPEL1,1.0,0.0,0.0
RPGRIP1L,1.0,0.0,0.0
RPH3A,1.0,0.0,0.0
RPIA,1.0,0.0,0.0
RPL22,1.0,0.0,0.0
RPS4Y1,1.0,0.0,0.0
RPS6KA1,1.0,0.0,0.0
RPS6KA2,1.0,0.0,0.0
RPS6KA5,1.0,0.0,0.0
RPS6KA6,1.0,0.0,0.0
RPS6KB2,1.0,0.0,0.0
RPS6KC1,1.0,0.0,0.0
RPS6KL1,1.0,0.0,0.0
RPTN,1.0,0.0,0.0
RRAD,1.0,0.0,0.0
RRAGA,1.0,0.0,0.0
RRAGB,1.0,0.0,0.0
RRAS,1.0,0.0,0.0
RRAS2,1.0,0.0,0.0
RSAD1,1.0,0.0,0.0
RSAD2,1.0,0.0,0.0
RSC1A1,1.0,0.0,0.0
RSPH1,1.0,0.0,0.0
RSPH10B,1.0,0.0,0.0
RSPH10B2,1.0,0.0,0.0
RSPO1,1.0,0.0,0.0
RSPO2,1.0,0.0,0.0
RSPRY1,1.0,0.0,0.0
RTCA,1.0,0.0,0.0
RTEL1,1.0,0.0,0.0
RTEL1-TNFRSF6B,1.0,0.0,0.0
RTKN,1.0,0.0,0.0
RTN4R,1.0,0.0,0.0
RTN4RL1,1.0,0.0,0.0
RTP1,1.0,0.0,0.0
RTP2,1.0,0.0,0.0
RUFY1,1.0,0.0,0.0
RUNDC3A,1.0,0.0,0.0
RUNX2,1.0,0.0,0.0
RUNX3,1.0,0.0,0.0
RWDD2A,1.0,0.0,0.0
RWDD2B,1.0,0.0,0.0
RWDD3,1.0,0.0,0.0
RWDD4,1.0,0.0,0.0
RXFP4,1.0,0.0,0.0
RYBP,1.0,0.0,0.0
RYK,1.0,0.0,0.0
RYR2,1.0,0.0,0.0
S100A1,1.0,0.0,0.0
S100A10,1.0,0.0,0.0
S100A13,1.0,0.0,0.0
S100A16,1.0,0.0,0.0
S100A2,1.0,0.0,0.0
S100A4,1.0,0.0,0.0
S100A5,1.0,0.0,0.0
S100A6,1.0,0.0,0.0
S100A7,1.0,0.0,0.0
S100A7A,1.0,0.0,0.0
S100A9,1.0,0.0,0.0
S100B,1.0,0.0,0.0
S100P,1.0,0.0,0.0
S100Z,1.0,0.0,0.0
S1PR3,1.0,0.0,0.0
S1PR4,1.0,0.0,0.0
SAA1,1.0,0.0,0.0
SAA2,1.0,0.0,0.0
SACS,1.0,0.0,0.0
SAFB2,1.0,0.0,0.0
SALL1,1.0,0.0,0.0
SALL3,1.0,0.0,0.0
SAP30,1.0,0.0,0.0
SAP30L,1.0,0.0,0.0
SAPCD1,1.0,0.0,0.0
SAPCD2,1.0,0.0,0.0
SAR1A,1.0,0.0,0.0
SAR1B,1.0,0.0,0.0
SASH3,1.0,0.0,0.0
SATB1,1.0,0.0,0.0
SATB2,1.0,0.0,0.0
SATL1,1.0,0.0,0.0
SBF1P1,1.0,0.0,0.0
SBF2,1.0,0.0,0.0
SBK1,1.0,0.0,0.0
SBSPON,1.0,0.0,0.0
SC5D,1.0,0.0,0.0
SCAF11,1.0,0.0,0.0
SCARB1,1.0,0.0,0.0
SCARF1,1.0,0.0,0.0
SCARF2,1.0,0.0,0.0
SCD5,1.0,0.0,0.0
SCG5,1.0,0.0,0.0
SCHIP1,1.0,0.0,0.0
SCIN,1.0,0.0,0.0
SCLY,1.0,0.0,0.0
SCMH1,1.0,0.0,0.0
SCML1,1.0,0.0,0.0
SCML2,1.0,0.0,0.0
SCN10A,1.0,0.0,0.0
SCN11A,1.0,0.0,0.0
SCN1A,1.0,0.0,0.0
SCN2A,1.0,0.0,0.0
SCN2B,1.0,0.0,0.0
SCN3B,1.0,0.0,0.0
SCN4A,1.0,0.0,0.0
SCN4B,1.0,0.0,0.0
SCN7A,1.0,0.0,0.0
SCN9A,1.0,0.0,0.0
SCNM1,1.0,0.0,0.0
SCNN1D,1.0,0.0,0.0
SCO2,1.0,0.0,0.0
SCPEP1,1.0,0.0,0.0
SCRG1,1.0,0.0,0.0
SCTR,1.0,0.0,0.0
SCUBE1,1.0,0.0,0.0
SCUBE2,1.0,0.0,0.0
SCUBE3,1.0,0.0,0.0
SCYL3,1.0,0.0,0.0
SDC1,1.0,0.0,0.0
SDCBP,1.0,0.0,0.0
SDHAP3,1.0,0.0,0.0
SDR16C5,1.0,0.0,0.0
SDR42E1,1.0,0.0,0.0
SEC11A,1.0,0.0,0.0
SEC11C,1.0,0.0,0.0
SEC14L1,1.0,0.0,0.0
SEC14L3,1.0,0.0,0.0
SEC14L4,1.0,0.0,0.0
SEC22A,1.0,0.0,0.0
SEC22C,1.0,0.0,0.0
SEC23A,1.0,0.0,0.0
SEC23B,1.0,0.0,0.0
SEC23IP,1.0,0.0,0.0
SEC24C,1.0,0.0,0.0
SEC24D,1.0,0.0,0.0
SEC62,1.0,0.0,0.0
SECISBP2L,1.0,0.0,0.0
SELL,1.0,0.0,0.0
SELP,1.0,0.0,0.0
SELPLG,1.0,0.0,0.0
SEMA3B,1.0,0.0,0.0
SEMA3C,1.0,0.0,0.0
SEMA3D,1.0,0.0,0.0
SEMA3F,1.0,0.0,0.0
SEMA4C,1.0,0.0,0.0
SEMA4F,1.0,0.0,0.0
SEMA5A,1.0,0.0,0.0
SEMA6A,1.0,0.0,0.0
SENP1,1.0,0.0,0.0
SENP5,1.0,0.0,0.0
SENP7,1.0,0.0,0.0
SENP8,1.0,0.0,0.0
SEPHS1,1.0,0.0,0.0
SEPHS2,1.0,0.0,0.0
SERGEF,1.0,0.0,0.0
SERHL2,1.0,0.0,0.0
SERINC3,1.0,0.0,0.0
SERPINA1,1.0,0.0,0.0
SERPINA10,1.0,0.0,0.0
SERPINA11,1.0,0.0,0.0
SERPINA12,1.0,0.0,0.0
SERPINA4,1.0,0.0,0.0
SERPINA9,1.0,0.0,0.0
SERPINB1,1.0,0.0,0.0
SERPINB10,1.0,0.0,0.0
SERPINB12,1.0,0.0,0.0
SERPINB4,1.0,0.0,0.0
SERPINB5,1.0,0.0,0.0
SERPINC1,1.0,0.0,0.0
SERPINE1,1.0,0.0,0.0
SERPINE2,1.0,0.0,0.0
SERPINF1,1.0,0.0,0.0
SERPINF2,1.0,0.0,0.0
SERPINI1,1.0,0.0,0.0
SERTAD4,1.0,0.0,0.0
SETBP1,1.0,0.0,0.0
SETD7,1.0,0.0,0.0
SETX,1.0,0.0,0.0
SEZ6L2,1.0,0.0,0.0
SFRP5,1.0,0.0,0.0
SFTPD,1.0,0.0,0.0
SFXN1,1.0,0.0,0.0
SFXN2,1.0,0.0,0.0
SFXN5,1.0,0.0,0.0
SGCG,1.0,0.0,0.0
SGIP1,1.0,0.0,0.0
SGK3,1.0,0.0,0.0
SGPL1,1.0,0.0,0.0
SGPP1,1.0,0.0,0.0
SGSH,1.0,0.0,0.0
SGTA,1.0,0.0,0.0
SH2B3,1.0,0.0,0.0
SH2D1A,1.0,0.0,0.0
SH3GL1,1.0,0.0,0.0
SH3KBP1,1.0,0.0,0.0
SH3RF1,1.0,0.0,0.0
SH3TC1,1.0,0.0,0.0
SH3TC2,1.0,0.0,0.0
SHANK2,1.0,0.0,0.0
SHC3,1.0,0.0,0.0
SHC4,1.0,0.0,0.0
SHH,1.0,0.0,0.0
SHPRH,1.0,0.0,0.0
SIAE,1.0,0.0,0.0
SIAH2,1.0,0.0,0.0
SIGLEC11,1.0,0.0,0.0
SIGLEC5,1.0,0.0,0.0
SIGLEC6,1.0,0.0,0.0
SIGLEC7,1.0,0.0,0.0
SIK1,1.0,0.0,0.0
SIK3,1.0,0.0,0.0
SIM2,1.0,0.0,0.0
SIRPB1,1.0,0.0,0.0
SIRPD,1.0,0.0,0.0
SIRPG,1.0,0.0,0.0
SIRT2,1.0,0.0,0.0
SIRT3,1.0,0.0,0.0
SIRT5,1.0,0.0,0.0
SIRT6,1.0,0.0,0.0
SIX2,1.0,0.0,0.0
SIX3,1.0,0.0,0.0
SIX4,1.0,0.0,0.0
SKAP1,1.0,0.0,0.0
SKAP2,1.0,0.0,0.0
SKIL,1.0,0.0,0.0
SKIV2L,1.0,0.0,0.0
SLA2,1.0,0.0,0.0
SLAMF1,1.0,0.0,0.0
SLAMF6,1.0,0.0,0.0
SLAMF7,1.0,0.0,0.0
SLC10A1,1.0,0.0,0.0
SLC10A2,1.0,0.0,0.0
SLC10A3,1.0,0.0,0.0
SLC10A4,1.0,0.0,0.0
SLC10A6,1.0,0.0,0.0
SLC11A1,1.0,0.0,0.0
SLC11A2,1.0,0.0,0.0
SLC12A2,1.0,0.0,0.0
SLC12A4,1.0,0.0,0.0
SLC12A7,1.0,0.0,0.0
SLC12A8,1.0,0.0,0.0
SLC13A3,1.0,0.0,0.0
SLC13A4,1.0,0.0,0.0
SLC14A2,1.0,0.0,0.0
SLC15A1,1.0,0.0,0.0
SLC15A3,1.0,0.0,0.0
SLC16A10,1.0,0.0,0.0
SLC16A11,1.0,0.0,0.0
SLC16A12,1.0,0.0,0.0
SLC16A14,1.0,0.0,0.0
SLC16A2,1.0,0.0,0.0
SLC16A3,1.0,0.0,0.0
SLC16A5,1.0,0.0,0.0
SLC16A6,1.0,0.0,0.0
SLC16A8,1.0,0.0,0.0
SLC17A1,1.0,0.0,0.0
SLC17A4,1.0,0.0,0.0
SLC17A5,1.0,0.0,0.0
SLC17A6,1.0,0.0,0.0
SLC17A7,1.0,0.0,0.0
SLC17A8,1.0,0.0,0.0
SLC18A2,1.0,0.0,0.0
SLC18A3,1.0,0.0,0.0
SLC18B1,1.0,0.0,0.0
SLC19A1,1.0,0.0,0.0
SLC19A2,1.0,0.0,0.0
SLC19A3,1.0,0.0,0.0
SLC1A1,1.0,0.0,0.0
SLC1A2,1.0,0.0,0.0
SLC1A3,1.0,0.0,0.0
SLC1A5,1.0,0.0,0.0
SLC1A7,1.0,0.0,0.0
SLC20A1,1.0,0.0,0.0
SLC20A2,1.0,0.0,0.0
SLC22A1,1.0,0.0,0.0
SLC22A11,1.0,0.0,0.0
SLC22A12,1.0,0.0,0.0
SLC22A13,1.0,0.0,0.0
SLC22A14,1.0,0.0,0.0
SLC22A15,1.0,0.0,0.0
SLC22A16,1.0,0.0,0.0
SLC22A18AS,1.0,0.0,0.0
SLC22A2,1.0,0.0,0.0
SLC22A23,1.0,0.0,0.0
SLC22A25,1.0,0.0,0.0
SLC22A3,1.0,0.0,0.0
SLC22A4,1.0,0.0,0.0
SLC22A5,1.0,0.0,0.0
SLC22A6,1.0,0.0,0.0
SLC22A7,1.0,0.0,0.0
SLC22A8,1.0,0.0,0.0
SLC23A3,1.0,0.0,0.0
SLC24A1,1.0,0.0,0.0
SLC24A2,1.0,0.0,0.0
SLC24A3,1.0,0.0,0.0
SLC24A4,1.0,0.0,0.0
SLC24A5,1.0,0.0,0.0
SLC25A10,1.0,0.0,0.0
SLC25A11,1.0,0.0,0.0
SLC25A12,1.0,0.0,0.0
SLC25A13,1.0,0.0,0.0
SLC25A15,1.0,0.0,0.0
SLC25A17,1.0,0.0,0.0
SLC25A2,1.0,0.0,0.0
SLC25A23,1.0,0.0,0.0
SLC25A24,1.0,0.0,0.0
SLC25A32,1.0,0.0,0.0
SLC25A33,1.0,0.0,0.0
SLC25A4,1.0,0.0,0.0
SLC25A40,1.0,0.0,0.0
SLC25A43,1.0,0.0,0.0
SLC25A51,1.0,0.0,0.0
SLC25A52,1.0,0.0,0.0
SLC26A10,1.0,0.0,0.0
SLC26A11,1.0,0.0,0.0
SLC26A2,1.0,0.0,0.0
SLC26A4,1.0,0.0,0.0
SLC26A7,1.0,0.0,0.0
SLC27A2,1.0,0.0,0.0
SLC27A3,1.0,0.0,0.0
SLC27A5,1.0,0.0,0.0
SLC28A2,1.0,0.0,0.0
SLC29A1,1.0,0.0,0.0
SLC29A2,1.0,0.0,0.0
SLC29A3,1.0,0.0,0.0
SLC2A1,1.0,0.0,0.0
SLC2A11,1.0,0.0,0.0
SLC2A12,1.0,0.0,0.0
SLC2A13,1.0,0.0,0.0
SLC2A14,1.0,0.0,0.0
SLC2A2,1.0,0.0,0.0
SLC2A3,1.0,0.0,0.0
SLC2A4,1.0,0.0,0.0
SLC2A5,1.0,0.0,0.0
SLC2A7,1.0,0.0,0.0
SLC30A1,1.0,0.0,0.0
SLC30A10,1.0,0.0,0.0
SLC30A2,1.0,0.0,0.0
SLC30A3,1.0,0.0,0.0
SLC30A4,1.0,0.0,0.0
SLC30A5,1.0,0.0,0.0
SLC30A7,1.0,0.0,0.0
SLC31A1,1.0,0.0,0.0
SLC34A1,1.0,0.0,0.0
SLC34A2,1.0,0.0,0.0
SLC34A3,1.0,0.0,0.0
SLC35A1,1.0,0.0,0.0
SLC35A2,1.0,0.0,0.0
SLC35A3,1.0,0.0,0.0
SLC35B2,1.0,0.0,0.0
SLC35B3,1.0,0.0,0.0
SLC35C2,1.0,0.0,0.0
SLC35D1,1.0,0.0,0.0
SLC35D2,1.0,0.0,0.0
SLC35E2B,1.0,0.0,0.0
SLC35E3,1.0,0.0,0.0
SLC35E4,1.0,0.0,0.0
SLC35F2,1.0,0.0,0.0
SLC36A3,1.0,0.0,0.0
SLC37A1,1.0,0.0,0.0
SLC37A2,1.0,0.0,0.0
SLC37A4,1.0,0.0,0.0
SLC38A2,1.0,0.0,0.0
SLC38A3,1.0,0.0,0.0
SLC38A4,1.0,0.0,0.0
SLC38A5,1.0,0.0,0.0
SLC38A6,1.0,0.0,0.0
SLC39A1,1.0,0.0,0.0
SLC39A12,1.0,0.0,0.0
SLC39A14,1.0,0.0,0.0
SLC39A2,1.0,0.0,0.0
SLC39A6,1.0,0.0,0.0
SLC3A1,1.0,0.0,0.0
SLC40A1,1.0,0.0,0.0
SLC41A2,1.0,0.0,0.0
SLC41A3,1.0,0.0,0.0
SLC43A3,1.0,0.0,0.0
SLC45A2,1.0,0.0,0.0
SLC46A2,1.0,0.0,0.0
SLC4A10,1.0,0.0,0.0
SLC4A11,1.0,0.0,0.0
SLC4A1AP,1.0,0.0,0.0
SLC4A3,1.0,0.0,0.0
SLC4A4,1.0,0.0,0.0
SLC4A5,1.0,0.0,0.0
SLC4A8,1.0,0.0,0.0
SLC4A9,1.0,0.0,0.0
SLC51A,1.0,0.0,0.0
SLC51B,1.0,0.0,0.0
SLC52A2,1.0,0.0,0.0
SLC5A1,1.0,0.0,0.0
SLC5A10,1.0,0.0,0.0
SLC5A3,1.0,0.0,0.0
SLC5A4,1.0,0.0,0.0
SLC5A5,1.0,0.0,0.0
SLC5A6,1.0,0.0,0.0
SLC5A8,1.0,0.0,0.0
SLC5A9,1.0,0.0,0.0
SLC6A1,1.0,0.0,0.0
SLC6A10P,1.0,0.0,0.0
SLC6A11,1.0,0.0,0.0
SLC6A12,1.0,0.0,0.0
SLC6A13,1.0,0.0,0.0
SLC6A14,1.0,0.0,0.0
SLC6A15,1.0,0.0,0.0
SLC6A16,1.0,0.0,0.0
SLC6A17,1.0,0.0,0.0
SLC6A2,1.0,0.0,0.0
SLC6A20,1.0,0.0,0.0
SLC6A4,1.0,0.0,0.0
SLC6A5,1.0,0.0,0.0
SLC6A6,1.0,0.0,0.0
SLC6A7,1.0,0.0,0.0
SLC7A1,1.0,0.0,0.0
SLC7A10,1.0,0.0,0.0
SLC7A13,1.0,0.0,0.0
SLC7A3,1.0,0.0,0.0
SLC7A4,1.0,0.0,0.0
SLC7A7,1.0,0.0,0.0
SLC7A8,1.0,0.0,0.0
SLC8A1,1.0,0.0,0.0
SLC8A2,1.0,0.0,0.0
SLC8B1,1.0,0.0,0.0
SLC9A1,1.0,0.0,0.0
SLC9A2,1.0,0.0,0.0
SLC9A3,1.0,0.0,0.0
SLC9A7,1.0,0.0,0.0
SLC9A8,1.0,0.0,0.0
SLC9C1,1.0,0.0,0.0
SLCO1A2,1.0,0.0,0.0
SLCO1B1,1.0,0.0,0.0
SLCO1C1,1.0,0.0,0.0
SLCO2A1,1.0,0.0,0.0
SLCO2B1,1.0,0.0,0.0
SLCO4A1,1.0,0.0,0.0
SLCO4C1,1.0,0.0,0.0
SLCO6A1,1.0,0.0,0.0
SLITRK1,1.0,0.0,0.0
SLITRK4,1.0,0.0,0.0
SLK,1.0,0.0,0.0
SLN,1.0,0.0,0.0
SLX1A-SULT1A3,1.0,0.0,0.0
SLX1B-SULT1A4,1.0,0.0,0.0
SMAD1,1.0,0.0,0.0
SMAD2,1.0,0.0,0.0
SMAD3,1.0,0.0,0.0
SMARCA1,1.0,0.0,0.0
SMARCAL1,1.0,0.0,0.0
SMARCC1,1.0,0.0,0.0
SMARCD2,1.0,0.0,0.0
SMG9,1.0,0.0,0.0
SMIM3,1.0,0.0,0.0
SMO,1.0,0.0,0.0
SMOC1,1.0,0.0,0.0
SMOC2,1.0,0.0,0.0
SMPD1,1.0,0.0,0.0
SMPD2,1.0,0.0,0.0
SMPDL3A,1.0,0.0,0.0
SMPDL3B,1.0,0.0,0.0
SMS,1.0,0.0,0.0
SMURF2,1.0,0.0,0.0
SNAI3,1.0,0.0,0.0
SNAP29,1.0,0.0,0.0
SNAPC1,1.0,0.0,0.0
SNAPC2,1.0,0.0,0.0
SNAPC5,1.0,0.0,0.0
SNAPIN,1.0,0.0,0.0
SNED1,1.0,0.0,0.0
SNF8,1.0,0.0,0.0
SNRK,1.0,0.0,0.0
SNTB1,1.0,0.0,0.0
SNUPN,1.0,0.0,0.0
SNX17,1.0,0.0,0.0
SNX2,1.0,0.0,0.0
SNX21,1.0,0.0,0.0
SNX27,1.0,0.0,0.0
SNX29,1.0,0.0,0.0
SNX6,1.0,0.0,0.0
SOAT1,1.0,0.0,0.0
SOAT2,1.0,0.0,0.0
SOCS1,1.0,0.0,0.0
SOCS2,1.0,0.0,0.0
SOCS5,1.0,0.0,0.0
SOCS6,1.0,0.0,0.0
SORBS1,1.0,0.0,0.0
SORBS2,1.0,0.0,0.0
SORCS2,1.0,0.0,0.0
SORCS3,1.0,0.0,0.0
SORD,1.0,0.0,0.0
SORL1,1.0,0.0,0.0
SOS2,1.0,0.0,0.0
SOST,1.0,0.0,0.0
SOX10,1.0,0.0,0.0
SOX12,1.0,0.0,0.0
SOX13,1.0,0.0,0.0
SOX15,1.0,0.0,0.0
SOX17,1.0,0.0,0.0
SOX30,1.0,0.0,0.0
SOX5,1.0,0.0,0.0
SOX8,1.0,0.0,0.0
SP140,1.0,0.0,0.0
SP140L,1.0,0.0,0.0
SPACA5,1.0,0.0,0.0
SPACA5B,1.0,0.0,0.0
SPATA21,1.0,0.0,0.0
SPATA41,1.0,0.0,0.0
SPATA6,1.0,0.0,0.0
SPATA8,1.0,0.0,0.0
SPCS2,1.0,0.0,0.0
SPECC1L-ADORA2A,1.0,0.0,0.0
SPEG,1.0,0.0,0.0
SPART,1.0,0.0,0.0
SPHAR,1.0,0.0,0.0
SPHK1,1.0,0.0,0.0
SPHK2,1.0,0.0,0.0
SPHKAP,1.0,0.0,0.0
SPIB,1.0,0.0,0.0
SPIC,1.0,0.0,0.0
SPIN2A,1.0,0.0,0.0
SPIN2B,1.0,0.0,0.0
SPINK1,1.0,0.0,0.0
SPINK2,1.0,0.0,0.0
SPINK4,1.0,0.0,0.0
SPINK5,1.0,0.0,0.0
SPINK6,1.0,0.0,0.0
SPINK7,1.0,0.0,0.0
SPINT1,1.0,0.0,0.0
SPNS1,1.0,0.0,0.0
SPOCD1,1.0,0.0,0.0
SPOCK1,1.0,0.0,0.0
SPOCK2,1.0,0.0,0.0
SPP1,1.0,0.0,0.0
SPPL2A,1.0,0.0,0.0
SPPL2B,1.0,0.0,0.0
SPPL2C,1.0,0.0,0.0
SPR,1.0,0.0,0.0
SPRED1,1.0,0.0,0.0
SPRED2,1.0,0.0,0.0
SPRTN,1.0,0.0,0.0
SPRY1,1.0,0.0,0.0
SPRY2,1.0,0.0,0.0
SPRY3,1.0,0.0,0.0
SPRYD7,1.0,0.0,0.0
SPSB1,1.0,0.0,0.0
SPTA1,1.0,0.0,0.0
SPTAN1,1.0,0.0,0.0
SPTBN4,1.0,0.0,0.0
SPTLC1,1.0,0.0,0.0
SPTLC2,1.0,0.0,0.0
SQLE,1.0,0.0,0.0
SRC,1.0,0.0,0.0
SRD5A2,1.0,0.0,0.0
SREBF2,1.0,0.0,0.0
SRGN,1.0,0.0,0.0
SRI,1.0,0.0,0.0
SRM,1.0,0.0,0.0
SRMS,1.0,0.0,0.0
SRPK2,1.0,0.0,0.0
SRPRB,1.0,0.0,0.0
SRPX,1.0,0.0,0.0
SRSF11,1.0,0.0,0.0
SRSF4,1.0,0.0,0.0
SRSF8,1.0,0.0,0.0
SRXN1,1.0,0.0,0.0
SRY,1.0,0.0,0.0
SSBP2,1.0,0.0,0.0
SSBP3,1.0,0.0,0.0
SSC4D,1.0,0.0,0.0
SSPN,1.0,0.0,0.0
SSR1,1.0,0.0,0.0
SSR3,1.0,0.0,0.0
SSTR4,1.0,0.0,0.0
SSTR5,1.0,0.0,0.0
SSX3,1.0,0.0,0.0
SSX4,1.0,0.0,0.0
SSX4B,1.0,0.0,0.0
SSX5,1.0,0.0,0.0
SSX6,1.0,0.0,0.0
SSX7,1.0,0.0,0.0
SSX8,1.0,0.0,0.0
ST13,1.0,0.0,0.0
ST13P4,1.0,0.0,0.0
ST18,1.0,0.0,0.0
ST20-MTHFS,1.0,0.0,0.0
ST3GAL1,1.0,0.0,0.0
ST3GAL2,1.0,0.0,0.0
ST3GAL3,1.0,0.0,0.0
ST3GAL5,1.0,0.0,0.0
ST3GAL6,1.0,0.0,0.0
ST6GAL1,1.0,0.0,0.0
ST6GALNAC1,1.0,0.0,0.0
ST6GALNAC2,1.0,0.0,0.0
ST6GALNAC5,1.0,0.0,0.0
ST6GALNAC6,1.0,0.0,0.0
ST7,1.0,0.0,0.0
ST7L,1.0,0.0,0.0
ST8SIA1,1.0,0.0,0.0
ST8SIA2,1.0,0.0,0.0
ST8SIA3,1.0,0.0,0.0
ST8SIA4,1.0,0.0,0.0
ST8SIA5,1.0,0.0,0.0
STAC3,1.0,0.0,0.0
STAG3,1.0,0.0,0.0
STAG3L1,1.0,0.0,0.0
STAG3L2,1.0,0.0,0.0
STAG3L3,1.0,0.0,0.0
STAM,1.0,0.0,0.0
STAP1,1.0,0.0,0.0
STAR,1.0,0.0,0.0
STARD8,1.0,0.0,0.0
STAT2,1.0,0.0,0.0
STAT5A,1.0,0.0,0.0
STAT5B,1.0,0.0,0.0
STAT6,1.0,0.0,0.0
STEAP3,1.0,0.0,0.0
STEAP4,1.0,0.0,0.0
STIL,1.0,0.0,0.0
STK11IP,1.0,0.0,0.0
STK17A,1.0,0.0,0.0
STK17B,1.0,0.0,0.0
STK19,1.0,0.0,0.0
STK25,1.0,0.0,0.0
STK26,1.0,0.0,0.0
STK31,1.0,0.0,0.0
STK32A,1.0,0.0,0.0
STK33,1.0,0.0,0.0
STK35,1.0,0.0,0.0
STK36,1.0,0.0,0.0
STK38,1.0,0.0,0.0
STK4,1.0,0.0,0.0
STKLD1,1.0,0.0,0.0
STMN3,1.0,0.0,0.0
STOM,1.0,0.0,0.0
STON1,1.0,0.0,0.0
STON1-GTF2A1L,1.0,0.0,0.0
STON2,1.0,0.0,0.0
CENPX,1.0,0.0,0.0
STRADA,1.0,0.0,0.0
STRADB,1.0,0.0,0.0
STRBP,1.0,0.0,0.0
STRN,1.0,0.0,0.0
STRN4,1.0,0.0,0.0
STS,1.0,0.0,0.0
STX11,1.0,0.0,0.0
STX12,1.0,0.0,0.0
STX17,1.0,0.0,0.0
STX19,1.0,0.0,0.0
STX2,1.0,0.0,0.0
STX4,1.0,0.0,0.0
STX5,1.0,0.0,0.0
STX6,1.0,0.0,0.0
STX7,1.0,0.0,0.0
STXBP2,1.0,0.0,0.0
STYX,1.0,0.0,0.0
STYXL1,1.0,0.0,0.0
SUB1,1.0,0.0,0.0
SUCLG1,1.0,0.0,0.0
SUCNR1,1.0,0.0,0.0
SUCO,1.0,0.0,0.0
SUGT1,1.0,0.0,0.0
SULT1A1,1.0,0.0,0.0
SULT1A2,1.0,0.0,0.0
SULT1A3,1.0,0.0,0.0
SULT1A4,1.0,0.0,0.0
SULT1B1,1.0,0.0,0.0
SULT1C2,1.0,0.0,0.0
SULT1E1,1.0,0.0,0.0
SULT2B1,1.0,0.0,0.0
SULT4A1,1.0,0.0,0.0
SUMO3,1.0,0.0,0.0
SUPT20H,1.0,0.0,0.0
SUPT3H,1.0,0.0,0.0
SUPT4H1,1.0,0.0,0.0
SUPT7L,1.0,0.0,0.0
SUSD1,1.0,0.0,0.0
SUV39H2,1.0,0.0,0.0
SV2A,1.0,0.0,0.0
SWAP70,1.0,0.0,0.0
SYCP2L,1.0,0.0,0.0
SYNE2,1.0,0.0,0.0
SYNJ1,1.0,0.0,0.0
SYNJ2,1.0,0.0,0.0
SYNM,1.0,0.0,0.0
SYNRG,1.0,0.0,0.0
SYP,1.0,0.0,0.0
SYT10,1.0,0.0,0.0
SYT11,1.0,0.0,0.0
SYT12,1.0,0.0,0.0
SYT14,1.0,0.0,0.0
SYT16,1.0,0.0,0.0
SYT4,1.0,0.0,0.0
SYT5,1.0,0.0,0.0
SYT7,1.0,0.0,0.0
SYTL4,1.0,0.0,0.0
TAAR5,1.0,0.0,0.0
TAAR9,1.0,0.0,0.0
TAB3,1.0,0.0,0.0
TACR3,1.0,0.0,0.0
TACSTD2,1.0,0.0,0.0
TADA2A,1.0,0.0,0.0
TAF15,1.0,0.0,0.0
TAF1B,1.0,0.0,0.0
TAF6,1.0,0.0,0.0
TAF6L,1.0,0.0,0.0
TAF7,1.0,0.0,0.0
TAF7L,1.0,0.0,0.0
TAF9B,1.0,0.0,0.0
TAGAP,1.0,0.0,0.0
TAGLN,1.0,0.0,0.0
TALDO1,1.0,0.0,0.0
TAOK1,1.0,0.0,0.0
TAOK2,1.0,0.0,0.0
TAP1,1.0,0.0,0.0
TARS,1.0,0.0,0.0
TAS2R10,1.0,0.0,0.0
TAS2R14,1.0,0.0,0.0
TAS2R19,1.0,0.0,0.0
TAS2R20,1.0,0.0,0.0
TAS2R3,1.0,0.0,0.0
TAS2R30,1.0,0.0,0.0
TAS2R31,1.0,0.0,0.0
TAS2R39,1.0,0.0,0.0
TAS2R40,1.0,0.0,0.0
TAS2R42,1.0,0.0,0.0
TAS2R46,1.0,0.0,0.0
TAS2R5,1.0,0.0,0.0
TAS2R50,1.0,0.0,0.0
TAS2R60,1.0,0.0,0.0
TAT,1.0,0.0,0.0
TATDN2,1.0,0.0,0.0
TAZ,1.0,0.0,0.0
TBC1D16,1.0,0.0,0.0
TBC1D2B,1.0,0.0,0.0
TBC1D3P2,1.0,0.0,0.0
TBC1D8,1.0,0.0,0.0
TBC1D8B,1.0,0.0,0.0
TBCC,1.0,0.0,0.0
TBCK,1.0,0.0,0.0
TBK1,1.0,0.0,0.0
TBL1XR1,1.0,0.0,0.0
TBPL1,1.0,0.0,0.0
TBR1,1.0,0.0,0.0
TBRG1,1.0,0.0,0.0
TBX15,1.0,0.0,0.0
TBX19,1.0,0.0,0.0
TBX2,1.0,0.0,0.0
TBX20,1.0,0.0,0.0
TBX22,1.0,0.0,0.0
