,class-0,class-1,class-2
BARX2,1.0,0.0,0.0
BATF2,1.0,0.0,0.0
BAZ2B,1.0,0.0,0.0
BBOX1,1.0,0.0,0.0
BBS1,1.0,0.0,0.0
BBS2,1.0,0.0,0.0
BBS4,1.0,0.0,0.0
BBX,1.0,0.0,0.0
BCAP29,1.0,0.0,0.0
BCAT1,1.0,0.0,0.0
BCAT2,1.0,0.0,0.0
BCHE,1.0,0.0,0.0
BCKDHA,1.0,0.0,0.0
BCKDHB,1.0,0.0,0.0
BCL11A,1.0,0.0,0.0
BCL11B,1.0,0.0,0.0
BCL2,1.0,0.0,0.0
BCL2A1,1.0,0.0,0.0
BCL2L13,1.0,0.0,0.0
BCL2L14,1.0,0.0,0.0
BCL7A,1.0,0.0,0.0
BCL7B,1.0,0.0,0.0
BCL7C,1.0,0.0,0.0
BCL9,1.0,0.0,0.0
BCO1,1.0,0.0,0.0
BCO2,1.0,0.0,0.0
BCORP1,1.0,0.0,0.0
BCR,1.0,0.0,0.0
BDH2,1.0,0.0,0.0
BDKRB1,1.0,0.0,0.0
BFAR,1.0,0.0,0.0
BFSP1,1.0,0.0,0.0
BFSP2,1.0,0.0,0.0
BHLHA15,1.0,0.0,0.0
BHLHE23,1.0,0.0,0.0
BHLHE41,1.0,0.0,0.0
BHMT,1.0,0.0,0.0
BHMT2,1.0,0.0,0.0
BID,1.0,0.0,0.0
BIK,1.0,0.0,0.0
BIRC2,1.0,0.0,0.0
BLK,1.0,0.0,0.0
BLM,1.0,0.0,0.0
BLNK,1.0,0.0,0.0
BLOC1S1,1.0,0.0,0.0
BLOC1S5-TXNDC5,1.0,0.0,0.0
BLVRA,1.0,0.0,0.0
BLVRB,1.0,0.0,0.0
BLZF1,1.0,0.0,0.0
BMI1,1.0,0.0,0.0
BMP15,1.0,0.0,0.0
BMP2K,1.0,0.0,0.0
BMP4,1.0,0.0,0.0
BMP6,1.0,0.0,0.0
BMP7,1.0,0.0,0.0
BMP8B,1.0,0.0,0.0
BMPER,1.0,0.0,0.0
BMPR1A,1.0,0.0,0.0
BMPR1B,1.0,0.0,0.0
BMPR2,1.0,0.0,0.0
BNIP1,1.0,0.0,0.0
BNIP3,1.0,0.0,0.0
BNIPL,1.0,0.0,0.0
BOC,1.0,0.0,0.0
BOK,1.0,0.0,0.0
BPHL,1.0,0.0,0.0
BPIFA4P,1.0,0.0,0.0
BPY2,1.0,0.0,0.0
BPY2B,1.0,0.0,0.0
BPY2C,1.0,0.0,0.0
BRAF,1.0,0.0,0.0
BRCC3,1.0,0.0,0.0
BRD3,1.0,0.0,0.0
BABAM2,1.0,0.0,0.0
BRI3,1.0,0.0,0.0
BRIP1,1.0,0.0,0.0
BRPF1,1.0,0.0,0.0
BRPF3,1.0,0.0,0.0
BRWD1,1.0,0.0,0.0
BSG,1.0,0.0,0.0
BSND,1.0,0.0,0.0
BST2,1.0,0.0,0.0
BTBD6,1.0,0.0,0.0
BTD,1.0,0.0,0.0
BTK,1.0,0.0,0.0
BTN1A1,1.0,0.0,0.0
BTN3A2,1.0,0.0,0.0
BTN3A3,1.0,0.0,0.0
BTNL3,1.0,0.0,0.0
BTRC,1.0,0.0,0.0
TSPOAP1,1.0,0.0,0.0
C10orf10,1.0,0.0,0.0
TWNK,1.0,0.0,0.0
BORCS7-ASMT,1.0,0.0,0.0
C11orf24,1.0,0.0,0.0
EMSY,1.0,0.0,0.0
C11orf71,1.0,0.0,0.0
C11orf98,1.0,0.0,0.0
C12orf49,1.0,0.0,0.0
TIGAR,1.0,0.0,0.0
C14orf132,1.0,0.0,0.0
C14orf166,1.0,0.0,0.0
C15orf38-AP3S2,1.0,0.0,0.0
C17orf75,1.0,0.0,0.0
NCBP3,1.0,0.0,0.0
C18orf8,1.0,0.0,0.0
MYDGF,1.0,0.0,0.0
C19orf48,1.0,0.0,0.0
C1GALT1,1.0,0.0,0.0
C1GALT1C1,1.0,0.0,0.0
C1QTNF5,1.0,0.0,0.0
C1R,1.0,0.0,0.0
C1RL,1.0,0.0,0.0
C1orf141,1.0,0.0,0.0
C1orf56,1.0,0.0,0.0
C1orf74,1.0,0.0,0.0
C20orf173,1.0,0.0,0.0
C2orf81,1.0,0.0,0.0
C3AR1,1.0,0.0,0.0
C3orf33,1.0,0.0,0.0
C4A,1.0,0.0,0.0
C4B,1.0,0.0,0.0
C4BPA,1.0,0.0,0.0
C4B_2,1.0,0.0,0.0
C5,1.0,0.0,0.0
C5AR2,1.0,0.0,0.0
MRNIP,1.0,0.0,0.0
C6orf118,1.0,0.0,0.0
C7,1.0,0.0,0.0
C8A,1.0,0.0,0.0
C8B,1.0,0.0,0.0
C8orf44-SGK3,1.0,0.0,0.0
C9,1.0,0.0,0.0
C9orf3,1.0,0.0,0.0
CA12,1.0,0.0,0.0
CA2,1.0,0.0,0.0
CA5A,1.0,0.0,0.0
CAB39,1.0,0.0,0.0
CAB39L,1.0,0.0,0.0
CABP1,1.0,0.0,0.0
CABP7,1.0,0.0,0.0
CABYR,1.0,0.0,0.0
CACNA1B,1.0,0.0,0.0
CACNA1C,1.0,0.0,0.0
CACNA1G,1.0,0.0,0.0
CACNA1H,1.0,0.0,0.0
CACNA2D4,1.0,0.0,0.0
CACNB1,1.0,0.0,0.0
CACNB3,1.0,0.0,0.0
CACNB4,1.0,0.0,0.0
CACNG3,1.0,0.0,0.0
CALB1,1.0,0.0,0.0
CALCA,1.0,0.0,0.0
CALCRL,1.0,0.0,0.0
CALM1,1.0,0.0,0.0
CALML6,1.0,0.0,0.0
CALN1,1.0,0.0,0.0
CALR3,1.0,0.0,0.0
CALU,1.0,0.0,0.0
CAMK1G,1.0,0.0,0.0
CAMK2A,1.0,0.0,0.0
CAMK2B,1.0,0.0,0.0
CAMK2D,1.0,0.0,0.0
CAMK2N1,1.0,0.0,0.0
CAMK4,1.0,0.0,0.0
CAMKK1,1.0,0.0,0.0
CAMKK2,1.0,0.0,0.0
CAMKV,1.0,0.0,0.0
CAND2,1.0,0.0,0.0
CAPG,1.0,0.0,0.0
CAPN1,1.0,0.0,0.0
CAPN11,1.0,0.0,0.0
CAPN12,1.0,0.0,0.0
CAPN13,1.0,0.0,0.0
CAPN2,1.0,0.0,0.0
CAPN3,1.0,0.0,0.0
CAPN5,1.0,0.0,0.0
CAPN6,1.0,0.0,0.0
CAPNS1,1.0,0.0,0.0
CAPNS2,1.0,0.0,0.0
CARHSP1,1.0,0.0,0.0
CARM1,1.0,0.0,0.0
CASC1,1.0,0.0,0.0
CASC3,1.0,0.0,0.0
CASP1,1.0,0.0,0.0
CASP10,1.0,0.0,0.0
CASP14,1.0,0.0,0.0
CASP3,1.0,0.0,0.0
CASP4,1.0,0.0,0.0
CASP5,1.0,0.0,0.0
CASP8,1.0,0.0,0.0
CASP9,1.0,0.0,0.0
CASQ1,1.0,0.0,0.0
CASQ2,1.0,0.0,0.0
CAST,1.0,0.0,0.0
CAT,1.0,0.0,0.0
CATSPER2,1.0,0.0,0.0
CATSPER3,1.0,0.0,0.0
CBFA2T3,1.0,0.0,0.0
CBFB,1.0,0.0,0.0
CBL,1.0,0.0,0.0
CBLN1,1.0,0.0,0.0
CBR1,1.0,0.0,0.0
CBR3,1.0,0.0,0.0
CBR4,1.0,0.0,0.0
CBS,1.0,0.0,0.0
CBX2,1.0,0.0,0.0
CBX5,1.0,0.0,0.0
CBX6,1.0,0.0,0.0
CBX8,1.0,0.0,0.0
CCAR2,1.0,0.0,0.0
CCBE1,1.0,0.0,0.0
KYAT1,1.0,0.0,0.0
CCDC12,1.0,0.0,0.0
CCDC141,1.0,0.0,0.0
CCDC155,1.0,0.0,0.0
CCDC6,1.0,0.0,0.0
CCDC69,1.0,0.0,0.0
CCDC90B,1.0,0.0,0.0
CCDC93,1.0,0.0,0.0
CCKBR,1.0,0.0,0.0
CCL11,1.0,0.0,0.0
CCL13,1.0,0.0,0.0
CCL14,1.0,0.0,0.0
CCL15,1.0,0.0,0.0
CCL15-CCL14,1.0,0.0,0.0
CCL16,1.0,0.0,0.0
CCL17,1.0,0.0,0.0
CCL19,1.0,0.0,0.0
CCL20,1.0,0.0,0.0
CCL22,1.0,0.0,0.0
CCL23,1.0,0.0,0.0
CCL25,1.0,0.0,0.0
CCL26,1.0,0.0,0.0
CCL28,1.0,0.0,0.0
CCL3,1.0,0.0,0.0
CCL3L1,1.0,0.0,0.0
CCL3L3,1.0,0.0,0.0
CCL4,1.0,0.0,0.0
CCL4L2,1.0,0.0,0.0
CCL4L1,1.0,0.0,0.0
CCL5,1.0,0.0,0.0
CCL8,1.0,0.0,0.0
CCNA1,1.0,0.0,0.0
CCNB2,1.0,0.0,0.0
CCNC,1.0,0.0,0.0
CCND3,1.0,0.0,0.0
CCNDBP1,1.0,0.0,0.0
CCNE2,1.0,0.0,0.0
CCNJ,1.0,0.0,0.0
CCNL1,1.0,0.0,0.0
CCNL2,1.0,0.0,0.0
CCNT2,1.0,0.0,0.0
CCR2,1.0,0.0,0.0
CCR3,1.0,0.0,0.0
CCR4,1.0,0.0,0.0
CCR5,1.0,0.0,0.0
CCR6,1.0,0.0,0.0
CCR8,1.0,0.0,0.0
CCR9,1.0,0.0,0.0
CCRL2,1.0,0.0,0.0
CD14,1.0,0.0,0.0
CD163,1.0,0.0,0.0
CD163L1,1.0,0.0,0.0
CD180,1.0,0.0,0.0
CD19,1.0,0.0,0.0
CD1A,1.0,0.0,0.0
CD1C,1.0,0.0,0.0
CD1E,1.0,0.0,0.0
CD200R1,1.0,0.0,0.0
CD244,1.0,0.0,0.0
CD248,1.0,0.0,0.0
CD27,1.0,0.0,0.0
CD274,1.0,0.0,0.0
CD2BP2,1.0,0.0,0.0
CD300C,1.0,0.0,0.0
CD300E,1.0,0.0,0.0
CD300LF,1.0,0.0,0.0
CD302,1.0,0.0,0.0
CD320,1.0,0.0,0.0
CD33,1.0,0.0,0.0
CD34,1.0,0.0,0.0
CD36,1.0,0.0,0.0
CD3D,1.0,0.0,0.0
CD3E,1.0,0.0,0.0
CD40,1.0,0.0,0.0
CD44,1.0,0.0,0.0
CD46,1.0,0.0,0.0
CD47,1.0,0.0,0.0
CD48,1.0,0.0,0.0
CD55,1.0,0.0,0.0
CD58,1.0,0.0,0.0
CD59,1.0,0.0,0.0
CD5L,1.0,0.0,0.0
CD63,1.0,0.0,0.0
CD68,1.0,0.0,0.0
CD69,1.0,0.0,0.0
CD70,1.0,0.0,0.0
CD72,1.0,0.0,0.0
CD74,1.0,0.0,0.0
CD80,1.0,0.0,0.0
CD81,1.0,0.0,0.0
CD82,1.0,0.0,0.0
CD83,1.0,0.0,0.0
CD84,1.0,0.0,0.0
CD86,1.0,0.0,0.0
CD8A,1.0,0.0,0.0
CD8B,1.0,0.0,0.0
CD93,1.0,0.0,0.0
CD96,1.0,0.0,0.0
ADGRE5,1.0,0.0,0.0
CD99,1.0,0.0,0.0
CDA,1.0,0.0,0.0
CDADC1,1.0,0.0,0.0
CDAN1,1.0,0.0,0.0
CDC14B,1.0,0.0,0.0
CDC14C,1.0,0.0,0.0
CDC20,1.0,0.0,0.0
CDC25A,1.0,0.0,0.0
CDC25C,1.0,0.0,0.0
CDC37L1,1.0,0.0,0.0
CDC42,1.0,0.0,0.0
CDC42BPA,1.0,0.0,0.0
CDC42BPB,1.0,0.0,0.0
CDC42EP1,1.0,0.0,0.0
CDC42EP3,1.0,0.0,0.0
CDC42EP4,1.0,0.0,0.0
CDC42SE1,1.0,0.0,0.0
CDC42SE2,1.0,0.0,0.0
CDCA4,1.0,0.0,0.0
CDCP2,1.0,0.0,0.0
CDH1,1.0,0.0,0.0
CDH10,1.0,0.0,0.0
CDH11,1.0,0.0,0.0
CDH12,1.0,0.0,0.0
CDH13,1.0,0.0,0.0
CDH17,1.0,0.0,0.0
CDH22,1.0,0.0,0.0
CDH26,1.0,0.0,0.0
CDH3,1.0,0.0,0.0
CDH4,1.0,0.0,0.0
CDH6,1.0,0.0,0.0
CDH7,1.0,0.0,0.0
CDH8,1.0,0.0,0.0
CDH9,1.0,0.0,0.0
CDHR1,1.0,0.0,0.0
CDHR3,1.0,0.0,0.0
CDHR5,1.0,0.0,0.0
CDIP1,1.0,0.0,0.0
CDK14,1.0,0.0,0.0
CDK15,1.0,0.0,0.0
CDK16,1.0,0.0,0.0
CDK17,1.0,0.0,0.0
CDK19,1.0,0.0,0.0
CDK3,1.0,0.0,0.0
CDK5,1.0,0.0,0.0
CDK5R1,1.0,0.0,0.0
CDK5RAP1,1.0,0.0,0.0
CDK7,1.0,0.0,0.0
CDK8,1.0,0.0,0.0
CDKL1,1.0,0.0,0.0
CDKL2,1.0,0.0,0.0
CDKL3,1.0,0.0,0.0
CDKL5,1.0,0.0,0.0
CDKN1B,1.0,0.0,0.0
CDKN1C,1.0,0.0,0.0
CDKN2A,1.0,0.0,0.0
CDKN2C,1.0,0.0,0.0
CDKN2D,1.0,0.0,0.0
CDKN3,1.0,0.0,0.0
CDON,1.0,0.0,0.0
CDS1,1.0,0.0,0.0
CDS2,1.0,0.0,0.0
CDSN,1.0,0.0,0.0
CDX1,1.0,0.0,0.0
CDX2,1.0,0.0,0.0
CDX4,1.0,0.0,0.0
CEACAM3,1.0,0.0,0.0
CEACAM5,1.0,0.0,0.0
CEACAM6,1.0,0.0,0.0
CEACAM8,1.0,0.0,0.0
CEBPD,1.0,0.0,0.0
CEBPG,1.0,0.0,0.0
CELF2,1.0,0.0,0.0
CELF3,1.0,0.0,0.0
CELF5,1.0,0.0,0.0
CELSR1,1.0,0.0,0.0
CENPJ,1.0,0.0,0.0
CENPN,1.0,0.0,0.0
CENPO,1.0,0.0,0.0
CENPU,1.0,0.0,0.0
CEP250,1.0,0.0,0.0
CEPT1,1.0,0.0,0.0
CERK,1.0,0.0,0.0
CERKL,1.0,0.0,0.0
CERS2,1.0,0.0,0.0
CERS4,1.0,0.0,0.0
CERS5,1.0,0.0,0.0
CES1,1.0,0.0,0.0
CES1P1,1.0,0.0,0.0
CES2,1.0,0.0,0.0
CES5A,1.0,0.0,0.0
CETN1,1.0,0.0,0.0
CETN2,1.0,0.0,0.0
CETN3,1.0,0.0,0.0
CETP,1.0,0.0,0.0
CFH,1.0,0.0,0.0
CFL2,1.0,0.0,0.0
CFP,1.0,0.0,0.0
CGREF1,1.0,0.0,0.0
CGRRF1,1.0,0.0,0.0
CH25H,1.0,0.0,0.0
CHAT,1.0,0.0,0.0
CHD7,1.0,0.0,0.0
CHD9,1.0,0.0,0.0
CHFR,1.0,0.0,0.0
CHGA,1.0,0.0,0.0
CHI3L1,1.0,0.0,0.0
CHKB-CPT1B,1.0,0.0,0.0
CHL1,1.0,0.0,0.0
CHM,1.0,0.0,0.0
CHN2,1.0,0.0,0.0
CHP1,1.0,0.0,0.0
CHP2,1.0,0.0,0.0
CHPF2,1.0,0.0,0.0
CHPT1,1.0,0.0,0.0
CHRAC1,1.0,0.0,0.0
CHRD,1.0,0.0,0.0
CHRFAM7A,1.0,0.0,0.0
CHRM1,1.0,0.0,0.0
CHRNA1,1.0,0.0,0.0
CHRNA10,1.0,0.0,0.0
CHRNA3,1.0,0.0,0.0
CHRNA4,1.0,0.0,0.0
CHRNA5,1.0,0.0,0.0
CHRNA6,1.0,0.0,0.0
CHRNA9,1.0,0.0,0.0
CHRNB1,1.0,0.0,0.0
CHRNB2,1.0,0.0,0.0
CHRNB3,1.0,0.0,0.0
CHRND,1.0,0.0,0.0
CHRNE,1.0,0.0,0.0
CHRNG,1.0,0.0,0.0
CHST13,1.0,0.0,0.0
CHST2,1.0,0.0,0.0
CHST3,1.0,0.0,0.0
CHST4,1.0,0.0,0.0
CHST6,1.0,0.0,0.0
CHST7,1.0,0.0,0.0
CHST8,1.0,0.0,0.0
CHSY1,1.0,0.0,0.0
CHURC1-FNTB,1.0,0.0,0.0
CIAO1,1.0,0.0,0.0
CIB1,1.0,0.0,0.0
CIB4,1.0,0.0,0.0
CIITA,1.0,0.0,0.0
CILP,1.0,0.0,0.0
CIR1,1.0,0.0,0.0
CISH,1.0,0.0,0.0
CITED1,1.0,0.0,0.0
CITED2,1.0,0.0,0.0
CKLF,1.0,0.0,0.0
CKLF-CMTM1,1.0,0.0,0.0
CKM,1.0,0.0,0.0
CKMT1A,1.0,0.0,0.0
CKMT1B,1.0,0.0,0.0
CLASP1,1.0,0.0,0.0
CLC,1.0,0.0,0.0
CLCA1,1.0,0.0,0.0
CLCA2,1.0,0.0,0.0
CLCA4,1.0,0.0,0.0
CLCN1,1.0,0.0,0.0
CLCN2,1.0,0.0,0.0
CLCN3,1.0,0.0,0.0
CLCN4,1.0,0.0,0.0
CLCN5,1.0,0.0,0.0
CLCN6,1.0,0.0,0.0
CLCNKA,1.0,0.0,0.0
CLCNKB,1.0,0.0,0.0
CLDN10,1.0,0.0,0.0
CLDN3,1.0,0.0,0.0
CLEC11A,1.0,0.0,0.0
CLEC1B,1.0,0.0,0.0
CLEC3A,1.0,0.0,0.0
CLEC3B,1.0,0.0,0.0
CLEC4A,1.0,0.0,0.0
CLEC4C,1.0,0.0,0.0
CLEC4D,1.0,0.0,0.0
CLEC4E,1.0,0.0,0.0
CLEC4F,1.0,0.0,0.0
CLEC4G,1.0,0.0,0.0
CLEC4M,1.0,0.0,0.0
CLEC5A,1.0,0.0,0.0
CLEC7A,1.0,0.0,0.0
CLGN,1.0,0.0,0.0
CLIC3,1.0,0.0,0.0
CLIC6,1.0,0.0,0.0
CLINT1,1.0,0.0,0.0
CLK2,1.0,0.0,0.0
CLK2P1,1.0,0.0,0.0
CLK3,1.0,0.0,0.0
CLK4,1.0,0.0,0.0
CLN5,1.0,0.0,0.0
CLN8,1.0,0.0,0.0
CLNK,1.0,0.0,0.0
CLPS,1.0,0.0,0.0
CLRN1,1.0,0.0,0.0
CLSTN3,1.0,0.0,0.0
CLTA,1.0,0.0,0.0
CMA1,1.0,0.0,0.0
CMAS,1.0,0.0,0.0
CMBL,1.0,0.0,0.0
CMC2,1.0,0.0,0.0
CMC4,1.0,0.0,0.0
CMKLR1,1.0,0.0,0.0
CMSS1,1.0,0.0,0.0
CMTM5,1.0,0.0,0.0
CNBD1,1.0,0.0,0.0
CNBP,1.0,0.0,0.0
CNDP1,1.0,0.0,0.0
CNDP2,1.0,0.0,0.0
CNGA1,1.0,0.0,0.0
CNKSR1,1.0,0.0,0.0
CNNM3,1.0,0.0,0.0
CNNM4,1.0,0.0,0.0
CNOT3,1.0,0.0,0.0
CNOT6L,1.0,0.0,0.0
CNOT7,1.0,0.0,0.0
CNTF,1.0,0.0,0.0
CNTFR,1.0,0.0,0.0
CNTN5,1.0,0.0,0.0
CNTN6,1.0,0.0,0.0
CNTNAP1,1.0,0.0,0.0
CNTRL,1.0,0.0,0.0
COASY,1.0,0.0,0.0
COBL,1.0,0.0,0.0
COG2,1.0,0.0,0.0
COG3,1.0,0.0,0.0
COL10A1,1.0,0.0,0.0
COL11A2,1.0,0.0,0.0
COL13A1,1.0,0.0,0.0
COL14A1,1.0,0.0,0.0
COL16A1,1.0,0.0,0.0
COL1A1,1.0,0.0,0.0
COL1A2,1.0,0.0,0.0
COL27A1,1.0,0.0,0.0
COL3A1,1.0,0.0,0.0
COL4A2,1.0,0.0,0.0
COL4A3,1.0,0.0,0.0
COL4A5,1.0,0.0,0.0
COL4A6,1.0,0.0,0.0
COL5A1,1.0,0.0,0.0
COL7A1,1.0,0.0,0.0
COL8A2,1.0,0.0,0.0
COL9A1,1.0,0.0,0.0
COLGALT1,1.0,0.0,0.0
COLGALT2,1.0,0.0,0.0
COMMD3-BMI1,1.0,0.0,0.0
COPZ2,1.0,0.0,0.0
COQ6,1.0,0.0,0.0
CORO1A,1.0,0.0,0.0
CORO1C,1.0,0.0,0.0
COX15,1.0,0.0,0.0
COX6B2,1.0,0.0,0.0
COX7A2,1.0,0.0,0.0
COX7B2,1.0,0.0,0.0
COX8C,1.0,0.0,0.0
CPA3,1.0,0.0,0.0
CPA4,1.0,0.0,0.0
CPA5,1.0,0.0,0.0
CPA6,1.0,0.0,0.0
CPD,1.0,0.0,0.0
CPE,1.0,0.0,0.0
CPN1,1.0,0.0,0.0
CPNE1,1.0,0.0,0.0
CPNE3,1.0,0.0,0.0
CPNE6,1.0,0.0,0.0
CPO,1.0,0.0,0.0
CPOX,1.0,0.0,0.0
CPPED1,1.0,0.0,0.0
CPQ,1.0,0.0,0.0
CPT1B,1.0,0.0,0.0
CPT1C,1.0,0.0,0.0
CPT2,1.0,0.0,0.0
CPVL,1.0,0.0,0.0
CPXM2,1.0,0.0,0.0
CR2,1.0,0.0,0.0
CRABP1,1.0,0.0,0.0
CRACR2A,1.0,0.0,0.0
CRADD,1.0,0.0,0.0
CRAT,1.0,0.0,0.0
CRB1,1.0,0.0,0.0
CRCP,1.0,0.0,0.0
CREB1,1.0,0.0,0.0
CREB3L1,1.0,0.0,0.0
CREB3L2,1.0,0.0,0.0
CREB3L3,1.0,0.0,0.0
CREB5,1.0,0.0,0.0
CREBL2,1.0,0.0,0.0
CREM,1.0,0.0,0.0
CRHR1,1.0,0.0,0.0
CRLF1,1.0,0.0,0.0
CRLF3,1.0,0.0,0.0
CRMP1,1.0,0.0,0.0
CROT,1.0,0.0,0.0
CRP,1.0,0.0,0.0
CRY2,1.0,0.0,0.0
CRYAA,1.0,0.0,0.0
CRYAB,1.0,0.0,0.0
CRYBA1,1.0,0.0,0.0
CRYBB2,1.0,0.0,0.0
CRYBB2P1,1.0,0.0,0.0
CRYL1,1.0,0.0,0.0
CRYZL1,1.0,0.0,0.0
CSAD,1.0,0.0,0.0
CSDC2,1.0,0.0,0.0
CSF3,1.0,0.0,0.0
CSH1,1.0,0.0,0.0
CSH2,1.0,0.0,0.0
CSHL1,1.0,0.0,0.0
CSK,1.0,0.0,0.0
CSMD1,1.0,0.0,0.0
CSN2,1.0,0.0,0.0
CSNK1A1L,1.0,0.0,0.0
CSNK1E,1.0,0.0,0.0
CSPG5,1.0,0.0,0.0
CST11,1.0,0.0,0.0
CST2,1.0,0.0,0.0
CST4,1.0,0.0,0.0
CST5,1.0,0.0,0.0
CST6,1.0,0.0,0.0
CST7,1.0,0.0,0.0
CST8,1.0,0.0,0.0
CST9L,1.0,0.0,0.0
CSTB,1.0,0.0,0.0
CSTL1,1.0,0.0,0.0
CTAGE1,1.0,0.0,0.0
CTAGE11P,1.0,0.0,0.0
CTBP1,1.0,0.0,0.0
CTBP2,1.0,0.0,0.0
CTCFL,1.0,0.0,0.0
CTDP1,1.0,0.0,0.0
CTGF,1.0,0.0,0.0
AGAP12P,1.0,0.0,0.0
CTH,1.0,0.0,0.0
CTHRC1,1.0,0.0,0.0
CTLA4,1.0,0.0,0.0
CTNNA1,1.0,0.0,0.0
CTNND2,1.0,0.0,0.0
CTPS1,1.0,0.0,0.0
CTPS2,1.0,0.0,0.0
CTRC,1.0,0.0,0.0
CTRL,1.0,0.0,0.0
CTSB,1.0,0.0,0.0
CTSC,1.0,0.0,0.0
CTSL,1.0,0.0,0.0
CTSS,1.0,0.0,0.0
CTTN,1.0,0.0,0.0
CUL5,1.0,0.0,0.0
CUL9,1.0,0.0,0.0
CUTC,1.0,0.0,0.0
CUX1,1.0,0.0,0.0
CUX2,1.0,0.0,0.0
CX3CR1,1.0,0.0,0.0
CXADR,1.0,0.0,0.0
CXADRP2,1.0,0.0,0.0
CXADRP3,1.0,0.0,0.0
CXCL1,1.0,0.0,0.0
CXCL10,1.0,0.0,0.0
CXCL11,1.0,0.0,0.0
CXCL12,1.0,0.0,0.0
CXCL13,1.0,0.0,0.0
CXCL14,1.0,0.0,0.0
CXCL16,1.0,0.0,0.0
CXCL2,1.0,0.0,0.0
CXCL3,1.0,0.0,0.0
CXCL5,1.0,0.0,0.0
CXCL8,1.0,0.0,0.0
CXCL9,1.0,0.0,0.0
CXCR1,1.0,0.0,0.0
CXCR2,1.0,0.0,0.0
CXCR3,1.0,0.0,0.0
CXCR4,1.0,0.0,0.0
CXCR6,1.0,0.0,0.0
BCLAF3,1.0,0.0,0.0
CYB561D2,1.0,0.0,0.0
CYB5A,1.0,0.0,0.0
CYB5R4,1.0,0.0,0.0
CYBA,1.0,0.0,0.0
CYBB,1.0,0.0,0.0
CYGB,1.0,0.0,0.0
CYLD,1.0,0.0,0.0
CYP11A1,1.0,0.0,0.0
CYP11B1,1.0,0.0,0.0
CYP19A1,1.0,0.0,0.0
CYP1A1,1.0,0.0,0.0
CYP1A2,1.0,0.0,0.0
CYP1B1,1.0,0.0,0.0
CYP20A1,1.0,0.0,0.0
CYP26A1,1.0,0.0,0.0
CYP26B1,1.0,0.0,0.0
CYP26C1,1.0,0.0,0.0
CYP27B1,1.0,0.0,0.0
CYP2A7,1.0,0.0,0.0
CYP2B6,1.0,0.0,0.0
CYP2B7P,1.0,0.0,0.0
CYP2C18,1.0,0.0,0.0
CYP2C19,1.0,0.0,0.0
CYP2C8,1.0,0.0,0.0
CYP2D6,1.0,0.0,0.0
CYP2D7,1.0,0.0,0.0
CYP2E1,1.0,0.0,0.0
CYP2F1,1.0,0.0,0.0
CYP2J2,1.0,0.0,0.0
CYP2R1,1.0,0.0,0.0
CYP39A1,1.0,0.0,0.0
CYP3A4,1.0,0.0,0.0
CYP3A43,1.0,0.0,0.0
CYP3A5,1.0,0.0,0.0
CYP3A7,1.0,0.0,0.0
CYP46A1,1.0,0.0,0.0
CYP4B1,1.0,0.0,0.0
CYP4F11,1.0,0.0,0.0
CYP4F12,1.0,0.0,0.0
CYP4F2,1.0,0.0,0.0
CYP4F22,1.0,0.0,0.0
CYP4F8,1.0,0.0,0.0
CYP4X1,1.0,0.0,0.0
CYP4Z1,1.0,0.0,0.0
CYP4Z2P,1.0,0.0,0.0
CYP51A1,1.0,0.0,0.0
CYP8B1,1.0,0.0,0.0
CYSLTR1,1.0,0.0,0.0
CYSLTR2,1.0,0.0,0.0
CYSTM1,1.0,0.0,0.0
CYTL1,1.0,0.0,0.0
DAB1,1.0,0.0,0.0
DACH2,1.0,0.0,0.0
DAD1,1.0,0.0,0.0
TKFC,1.0,0.0,0.0
DAP,1.0,0.0,0.0
DAPK1,1.0,0.0,0.0
DAPK3,1.0,0.0,0.0
DAXX,1.0,0.0,0.0
DAZ1,1.0,0.0,0.0
DAZ2,1.0,0.0,0.0
DAZ3,1.0,0.0,0.0
DAZ4,1.0,0.0,0.0
DAZL,1.0,0.0,0.0
DBH,1.0,0.0,0.0
DBI,1.0,0.0,0.0
DBNL,1.0,0.0,0.0
DBP,1.0,0.0,0.0
DBT,1.0,0.0,0.0
DBX1,1.0,0.0,0.0
DCBLD1,1.0,0.0,0.0
DCBLD2,1.0,0.0,0.0
DCC,1.0,0.0,0.0
DCHS2,1.0,0.0,0.0
DCK,1.0,0.0,0.0
DCLK1,1.0,0.0,0.0
DCLRE1B,1.0,0.0,0.0
DCLRE1C,1.0,0.0,0.0
DCN,1.0,0.0,0.0
DCP1A,1.0,0.0,0.0
DCP1B,1.0,0.0,0.0
DCPS,1.0,0.0,0.0
DCST1,1.0,0.0,0.0
DCT,1.0,0.0,0.0
DCTD,1.0,0.0,0.0
DCX,1.0,0.0,0.0
DDAH1,1.0,0.0,0.0
DDAH2,1.0,0.0,0.0
DDHD1,1.0,0.0,0.0
DDHD2,1.0,0.0,0.0
DDIT3,1.0,0.0,0.0
DDIT4,1.0,0.0,0.0
DDO,1.0,0.0,0.0
DDR1,1.0,0.0,0.0
DDR2,1.0,0.0,0.0
DDX20,1.0,0.0,0.0
DDX28,1.0,0.0,0.0
DDX3Y,1.0,0.0,0.0
DDX4,1.0,0.0,0.0
DDX42,1.0,0.0,0.0
DDX43,1.0,0.0,0.0
DDX53,1.0,0.0,0.0
DDX56,1.0,0.0,0.0
